Nombre_Archivo,Ruta_Absoluta,XREF_Corrupta,Detalle_XREF,Tiene_Metadatos,Cant_Imagenes
E14_XXX_X_88_360_035_81_000_X_XXX-1.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_81_000_X_XXX-1.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_81_000_X_XXX-1.pdf: reported number of objects (23) is not one plus the highest object number (21) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_81_000_X_XXX.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_81_000_X_XXX.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_81_000_X_XXX.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_82_000_X_XXX-1.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_82_000_X_XXX-1.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_82_000_X_XXX-1.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_82_000_X_XXX.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_82_000_X_XXX.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_82_000_X_XXX.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_83_000_X_XXX-1.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_83_000_X_XXX-1.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_83_000_X_XXX-1.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_83_000_X_XXX.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_83_000_X_XXX.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_83_000_X_XXX.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_84_000_X_XXX.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_84_000_X_XXX.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_84_000_X_XXX.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_85_000_X_XXX-1.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX-1.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX-1.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_85_000_X_XXX-2.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX-2.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX-2.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_85_000_X_XXX.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_85_000_X_XXX.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
E14_XXX_X_88_360_035_86_000_X_XXX-1.pdf,/media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_86_000_X_XXX-1.pdf,True,WARNING: /media/andrea-zabala-c/D A T A1/BOVEDA_FORENSE_MAESTRA/01_ENTREGABLES_OFICIALES/ENTREGABLES_FORENSES_E14_MAESTRO/ES_ESPANOL/Capitulo_06_Archivos_Crudos_y_Respaldos/Evidencia_USB_Rescate/V_1junio/E14_XXX_X_88_360_035_86_000_X_XXX-1.pdf: reported number of objects (26) is not one plus the highest object number (24) qpdf: operation succeeded with warnings,False,0
